,PDB codes,kd difference
1534,"3moj , 1knz",78.946
1535,"3moj , 1omh",69.946
1536,"3moj , 1osb",69.946
1537,"3moj , 1rkj",1099.946
1538,"3moj , 1s03",199.946
1539,"3moj , 1s40",0.246
1540,"3moj , 1u63",0.466
1541,"3moj , 1u6p",74.946
1542,"3moj , 1wwd",249.946
1543,"3moj , 1wwe",169.946
1544,"3moj , 1wwf",93.946
1545,"3moj , 1wwg",94.946
1546,"3moj , 1zzi",2199.946
1547,"3moj , 2b6g",29.946
1548,"3moj , 2err",1.036
1549,"3moj , 2gkd",13999.946
1550,"3moj , 2glo",29.946
1551,"3moj , 2kh9",89999.946
1552,"3moj , 2kkf",43999.946
1553,"3moj , 2kx5",0.946
1554,"3moj , 2l41",762999.946
1555,"3moj , 2la5",3.746
1556,"3moj , 2leb",269.946
1557,"3moj , 2lec",219.946
1558,"3moj , 2mki",15799.946
1559,"3moj , 2mkk",1579.946
1560,"3moj , 3rn2",111.946
1561,"3moj , 4hid",854.946
1562,"3moj , 4hik",23.946
1563,"3moj , 4him",36.946
1564,"3moj , 4hio",20.946
1565,"3moj , 4hj5",62.946
1566,"3moj , 4hj7",5.946
1567,"3moj , 4hj8",21.946
1568,"3moj , 4pdb",109.946
1569,"3moj , 5wwe",534.746
1570,"3moj , 5wwg",219.746
1571,"3moj , 5wzg",31.946
1572,"3moj , 5wzj",12.946
1573,"3moj , 5wzk",159.946
1574,"3moj , 5z6z",45.186
1575,"3moj , 6eo6",0.946
1576,"3moj , 6eo7",0.336
1577,"3moj , 5ytx",1339.946
1578,"3moj , 5ytv",1259.946
1579,"3moj , 5ytt",3769.946
1580,"3moj , 5yts",2769.946
1581,"3rn2 , 1exd",104.9
1582,"3rn2 , 1il2",2888.0
1583,"3rn2 , 1jbr",888.0
1584,"3rn2 , 1je8",111.85
1585,"3rn2 , 1knz",33.0
1586,"3rn2 , 1omh",42.0
1587,"3rn2 , 1osb",42.0
1588,"3rn2 , 1rkj",988.0
1589,"3rn2 , 1s03",88.0
1590,"3rn2 , 1s40",111.7
1591,"3rn2 , 1u63",111.48
1592,"3rn2 , 1u6p",37.0
1593,"3rn2 , 1wwd",138.0
1594,"3rn2 , 1wwe",58.0
1595,"3rn2 , 1wwf",18.0
1596,"3rn2 , 1wwg",17.0
1597,"3rn2 , 1zzi",2088.0
1598,"3rn2 , 2b6g",82.0
1599,"3rn2 , 2err",110.91
1600,"3rn2 , 2gkd",13888.0
1601,"3rn2 , 2glo",82.0
1602,"3rn2 , 2kh9",89888.0
1603,"3rn2 , 2kkf",43888.0
1604,"3rn2 , 2kx5",111.0
1605,"3rn2 , 2l41",762888.0
1606,"3rn2 , 2la5",108.2
1607,"3rn2 , 2leb",158.0
1608,"3rn2 , 2lec",108.0
1609,"3rn2 , 2mki",15688.0
1610,"3rn2 , 2mkk",1468.0
1611,"3rn2 , 3moj",111.946
1612,"3rn2 , 4hid",743.0
1613,"3rn2 , 4hik",88.0
1614,"3rn2 , 4him",75.0
1615,"3rn2 , 4hio",91.0
1616,"3rn2 , 4hj5",49.0
1617,"3rn2 , 4hj7",106.0
1618,"3rn2 , 4hj8",90.0
1619,"3rn2 , 4pdb",2.0
1620,"3rn2 , 5wwe",422.79999999999995
1621,"3rn2 , 5wwg",107.80000000000001
1622,"3rn2 , 5wzg",80.0
1623,"3rn2 , 5wzj",99.0
1624,"3rn2 , 5wzk",48.0
1625,"3rn2 , 5z6z",66.75999999999999
1626,"3rn2 , 6eo6",111.0
1627,"3rn2 , 6eo7",111.61
1628,"3rn2 , 5ytx",1228.0
1629,"3rn2 , 5ytv",1148.0
1630,"3rn2 , 5ytt",3658.0
1631,"3rn2 , 5yts",2658.0
1632,"4hid , 1exd",847.9
1633,"4hid , 1il2",2145.0
1634,"4hid , 1jbr",145.0
1635,"4hid , 1je8",854.85
1636,"4hid , 1knz",776.0
1637,"4hid , 1omh",785.0
1638,"4hid , 1osb",785.0
1639,"4hid , 1rkj",245.0
1640,"4hid , 1s03",655.0
1641,"4hid , 1s40",854.7
1642,"4hid , 1u63",854.48
1643,"4hid , 1u6p",780.0
1644,"4hid , 1wwd",605.0
1645,"4hid , 1wwe",685.0
1646,"4hid , 1wwf",761.0
1647,"4hid , 1wwg",760.0
1648,"4hid , 1zzi",1345.0
1649,"4hid , 2b6g",825.0
1650,"4hid , 2err",853.91
1651,"4hid , 2gkd",13145.0
1652,"4hid , 2glo",825.0
1653,"4hid , 2kh9",89145.0
1654,"4hid , 2kkf",43145.0
1655,"4hid , 2kx5",854.0
1656,"4hid , 2l41",762145.0
1657,"4hid , 2la5",851.2
1658,"4hid , 2leb",585.0
1659,"4hid , 2lec",635.0
1660,"4hid , 2mki",14945.0
1661,"4hid , 2mkk",725.0
1662,"4hid , 3moj",854.946
1663,"4hid , 3rn2",743.0
1664,"4hid , 4hik",831.0
1665,"4hid , 4him",818.0
1666,"4hid , 4hio",834.0
1667,"4hid , 4hj5",792.0
1668,"4hid , 4hj7",849.0
1669,"4hid , 4hj8",833.0
1670,"4hid , 4pdb",745.0
1671,"4hid , 5wwe",320.20000000000005
1672,"4hid , 5wwg",635.2
1673,"4hid , 5wzg",823.0
1674,"4hid , 5wzj",842.0
1675,"4hid , 5wzk",695.0
1676,"4hid , 5z6z",809.76
1677,"4hid , 6eo6",854.0
1678,"4hid , 6eo7",854.61
1679,"4hid , 5ytx",485.0
1680,"4hid , 5ytv",405.0
1681,"4hid , 5ytt",2915.0
1682,"4hid , 5yts",1915.0
1683,"4hik , 1exd",16.9
1684,"4hik , 1il2",2976.0
1685,"4hik , 1jbr",976.0
1686,"4hik , 1je8",23.85
1687,"4hik , 1knz",55.0
1688,"4hik , 1omh",46.0
1689,"4hik , 1osb",46.0
1690,"4hik , 1rkj",1076.0
1691,"4hik , 1s03",176.0
1692,"4hik , 1s40",23.7
1693,"4hik , 1u63",23.48
1694,"4hik , 1u6p",51.0
1695,"4hik , 1wwd",226.0
1696,"4hik , 1wwe",146.0
1697,"4hik , 1wwf",70.0
1698,"4hik , 1wwg",71.0
1699,"4hik , 1zzi",2176.0
1700,"4hik , 2b6g",6.0
1701,"4hik , 2err",22.91
1702,"4hik , 2gkd",13976.0
1703,"4hik , 2glo",6.0
1704,"4hik , 2kh9",89976.0
1705,"4hik , 2kkf",43976.0
1706,"4hik , 2kx5",23.0
1707,"4hik , 2l41",762976.0
1708,"4hik , 2la5",20.2
1709,"4hik , 2leb",246.0
1710,"4hik , 2lec",196.0
1711,"4hik , 2mki",15776.0
1712,"4hik , 2mkk",1556.0
1713,"4hik , 3moj",23.946
1714,"4hik , 3rn2",88.0
1715,"4hik , 4hid",831.0
1716,"4hik , 4him",13.0
1717,"4hik , 4hio",3.0
1718,"4hik , 4hj5",39.0
1719,"4hik , 4hj7",18.0
1720,"4hik , 4hj8",2.0
1721,"4hik , 4pdb",86.0
1722,"4hik , 5wwe",510.79999999999995
1723,"4hik , 5wwg",195.8
1724,"4hik , 5wzg",8.0
1725,"4hik , 5wzj",11.0
1726,"4hik , 5wzk",136.0
1727,"4hik , 5z6z",21.240000000000002
1728,"4hik , 6eo6",23.0
1729,"4hik , 6eo7",23.61
1730,"4hik , 5ytx",1316.0
1731,"4hik , 5ytv",1236.0
1732,"4hik , 5ytt",3746.0
1733,"4hik , 5yts",2746.0
1734,"4him , 1exd",29.9
1735,"4him , 1il2",2963.0
1736,"4him , 1jbr",963.0
1737,"4him , 1je8",36.85
1738,"4him , 1knz",42.0
1739,"4him , 1omh",33.0
1740,"4him , 1osb",33.0
1741,"4him , 1rkj",1063.0
1742,"4him , 1s03",163.0
1743,"4him , 1s40",36.7
1744,"4him , 1u63",36.48
1745,"4him , 1u6p",38.0
1746,"4him , 1wwd",213.0
1747,"4him , 1wwe",133.0
1748,"4him , 1wwf",57.0
1749,"4him , 1wwg",58.0
1750,"4him , 1zzi",2163.0
1751,"4him , 2b6g",7.0
1752,"4him , 2err",35.91
1753,"4him , 2gkd",13963.0
1754,"4him , 2glo",7.0
1755,"4him , 2kh9",89963.0
1756,"4him , 2kkf",43963.0
1757,"4him , 2kx5",36.0
1758,"4him , 2l41",762963.0
1759,"4him , 2la5",33.2
1760,"4him , 2leb",233.0
1761,"4him , 2lec",183.0
1762,"4him , 2mki",15763.0
1763,"4him , 2mkk",1543.0
1764,"4him , 3moj",36.946
1765,"4him , 3rn2",75.0
1766,"4him , 4hid",818.0
1767,"4him , 4hik",13.0
1768,"4him , 4hio",16.0
1769,"4him , 4hj5",26.0
1770,"4him , 4hj7",31.0
1771,"4him , 4hj8",15.0
1772,"4him , 4pdb",73.0
1773,"4him , 5wwe",497.79999999999995
1774,"4him , 5wwg",182.8
1775,"4him , 5wzg",5.0
1776,"4him , 5wzj",24.0
1777,"4him , 5wzk",123.0
1778,"4him , 5z6z",8.240000000000002
1779,"4him , 6eo6",36.0
1780,"4him , 6eo7",36.61
1781,"4him , 5ytx",1303.0
1782,"4him , 5ytv",1223.0
1783,"4him , 5ytt",3733.0
1784,"4him , 5yts",2733.0
1785,"4hio , 1exd",13.9
1786,"4hio , 1il2",2979.0
1787,"4hio , 1jbr",979.0
1788,"4hio , 1je8",20.85
1789,"4hio , 1knz",58.0
1790,"4hio , 1omh",49.0
1791,"4hio , 1osb",49.0
1792,"4hio , 1rkj",1079.0
1793,"4hio , 1s03",179.0
1794,"4hio , 1s40",20.7
1795,"4hio , 1u63",20.48
1796,"4hio , 1u6p",54.0
1797,"4hio , 1wwd",229.0
1798,"4hio , 1wwe",149.0
1799,"4hio , 1wwf",73.0
1800,"4hio , 1wwg",74.0
1801,"4hio , 1zzi",2179.0
1802,"4hio , 2b6g",9.0
1803,"4hio , 2err",19.91
1804,"4hio , 2gkd",13979.0
1805,"4hio , 2glo",9.0
1806,"4hio , 2kh9",89979.0
1807,"4hio , 2kkf",43979.0
1808,"4hio , 2kx5",20.0
1809,"4hio , 2l41",762979.0
1810,"4hio , 2la5",17.2
1811,"4hio , 2leb",249.0
1812,"4hio , 2lec",199.0
1813,"4hio , 2mki",15779.0
1814,"4hio , 2mkk",1559.0
1815,"4hio , 3moj",20.946
1816,"4hio , 3rn2",91.0
1817,"4hio , 4hid",834.0
1818,"4hio , 4hik",3.0
1819,"4hio , 4him",16.0
1820,"4hio , 4hj5",42.0
1821,"4hio , 4hj7",15.0
1822,"4hio , 4hj8",1.0
1823,"4hio , 4pdb",89.0
1824,"4hio , 5wwe",513.8
1825,"4hio , 5wwg",198.8
1826,"4hio , 5wzg",11.0
1827,"4hio , 5wzj",8.0
1828,"4hio , 5wzk",139.0
1829,"4hio , 5z6z",24.240000000000002
1830,"4hio , 6eo6",20.0
1831,"4hio , 6eo7",20.61
1832,"4hio , 5ytx",1319.0
1833,"4hio , 5ytv",1239.0
1834,"4hio , 5ytt",3749.0
1835,"4hio , 5yts",2749.0
1836,"4hj5 , 1exd",55.9
1837,"4hj5 , 1il2",2937.0
1838,"4hj5 , 1jbr",937.0
1839,"4hj5 , 1je8",62.85
1840,"4hj5 , 1knz",16.0
1841,"4hj5 , 1omh",7.0
1842,"4hj5 , 1osb",7.0
1843,"4hj5 , 1rkj",1037.0
1844,"4hj5 , 1s03",137.0
1845,"4hj5 , 1s40",62.7
1846,"4hj5 , 1u63",62.48
1847,"4hj5 , 1u6p",12.0
1848,"4hj5 , 1wwd",187.0
1849,"4hj5 , 1wwe",107.0
1850,"4hj5 , 1wwf",31.0
1851,"4hj5 , 1wwg",32.0
1852,"4hj5 , 1zzi",2137.0
1853,"4hj5 , 2b6g",33.0
1854,"4hj5 , 2err",61.91
1855,"4hj5 , 2gkd",13937.0
1856,"4hj5 , 2glo",33.0
1857,"4hj5 , 2kh9",89937.0
1858,"4hj5 , 2kkf",43937.0
1859,"4hj5 , 2kx5",62.0
1860,"4hj5 , 2l41",762937.0
1861,"4hj5 , 2la5",59.2
1862,"4hj5 , 2leb",207.0
1863,"4hj5 , 2lec",157.0
1864,"4hj5 , 2mki",15737.0
1865,"4hj5 , 2mkk",1517.0
1866,"4hj5 , 3moj",62.946
1867,"4hj5 , 3rn2",49.0
1868,"4hj5 , 4hid",792.0
1869,"4hj5 , 4hik",39.0
1870,"4hj5 , 4him",26.0
1871,"4hj5 , 4hio",42.0
1872,"4hj5 , 4hj7",57.0
1873,"4hj5 , 4hj8",41.0
1874,"4hj5 , 4pdb",47.0
1875,"4hj5 , 5wwe",471.79999999999995
1876,"4hj5 , 5wwg",156.8
1877,"4hj5 , 5wzg",31.0
1878,"4hj5 , 5wzj",50.0
1879,"4hj5 , 5wzk",97.0
1880,"4hj5 , 5z6z",17.759999999999998
1881,"4hj5 , 6eo6",62.0
1882,"4hj5 , 6eo7",62.61
1883,"4hj5 , 5ytx",1277.0
1884,"4hj5 , 5ytv",1197.0
1885,"4hj5 , 5ytt",3707.0
1886,"4hj5 , 5yts",2707.0
1887,"4hj7 , 1exd",1.0999999999999996
1888,"4hj7 , 1il2",2994.0
1889,"4hj7 , 1jbr",994.0
1890,"4hj7 , 1je8",5.85
1891,"4hj7 , 1knz",73.0
1892,"4hj7 , 1omh",64.0
1893,"4hj7 , 1osb",64.0
1894,"4hj7 , 1rkj",1094.0
1895,"4hj7 , 1s03",194.0
1896,"4hj7 , 1s40",5.7
1897,"4hj7 , 1u63",5.48
1898,"4hj7 , 1u6p",69.0
1899,"4hj7 , 1wwd",244.0
1900,"4hj7 , 1wwe",164.0
1901,"4hj7 , 1wwf",88.0
1902,"4hj7 , 1wwg",89.0
1903,"4hj7 , 1zzi",2194.0
1904,"4hj7 , 2b6g",24.0
1905,"4hj7 , 2err",4.91
1906,"4hj7 , 2gkd",13994.0
1907,"4hj7 , 2glo",24.0
1908,"4hj7 , 2kh9",89994.0
1909,"4hj7 , 2kkf",43994.0
1910,"4hj7 , 2kx5",5.0
1911,"4hj7 , 2l41",762994.0
1912,"4hj7 , 2la5",2.2
1913,"4hj7 , 2leb",264.0
1914,"4hj7 , 2lec",214.0
1915,"4hj7 , 2mki",15794.0
1916,"4hj7 , 2mkk",1574.0
1917,"4hj7 , 3moj",5.946
1918,"4hj7 , 3rn2",106.0
1919,"4hj7 , 4hid",849.0
1920,"4hj7 , 4hik",18.0
1921,"4hj7 , 4him",31.0
1922,"4hj7 , 4hio",15.0
1923,"4hj7 , 4hj5",57.0
1924,"4hj7 , 4hj8",16.0
1925,"4hj7 , 4pdb",104.0
1926,"4hj7 , 5wwe",528.8
1927,"4hj7 , 5wwg",213.8
1928,"4hj7 , 5wzg",26.0
1929,"4hj7 , 5wzj",7.0
1930,"4hj7 , 5wzk",154.0
1931,"4hj7 , 5z6z",39.24
1932,"4hj7 , 6eo6",5.0
1933,"4hj7 , 6eo7",5.61
1934,"4hj7 , 5ytx",1334.0
1935,"4hj7 , 5ytv",1254.0
1936,"4hj7 , 5ytt",3764.0
1937,"4hj7 , 5yts",2764.0
1938,"4hj8 , 1exd",14.9
1939,"4hj8 , 1il2",2978.0
1940,"4hj8 , 1jbr",978.0
1941,"4hj8 , 1je8",21.85
1942,"4hj8 , 1knz",57.0
1943,"4hj8 , 1omh",48.0
1944,"4hj8 , 1osb",48.0
1945,"4hj8 , 1rkj",1078.0
1946,"4hj8 , 1s03",178.0
1947,"4hj8 , 1s40",21.7
1948,"4hj8 , 1u63",21.48
1949,"4hj8 , 1u6p",53.0
1950,"4hj8 , 1wwd",228.0
1951,"4hj8 , 1wwe",148.0
1952,"4hj8 , 1wwf",72.0
1953,"4hj8 , 1wwg",73.0
1954,"4hj8 , 1zzi",2178.0
1955,"4hj8 , 2b6g",8.0
1956,"4hj8 , 2err",20.91
1957,"4hj8 , 2gkd",13978.0
1958,"4hj8 , 2glo",8.0
1959,"4hj8 , 2kh9",89978.0
1960,"4hj8 , 2kkf",43978.0
1961,"4hj8 , 2kx5",21.0
1962,"4hj8 , 2l41",762978.0
1963,"4hj8 , 2la5",18.2
1964,"4hj8 , 2leb",248.0
1965,"4hj8 , 2lec",198.0
1966,"4hj8 , 2mki",15778.0
1967,"4hj8 , 2mkk",1558.0
1968,"4hj8 , 3moj",21.946
1969,"4hj8 , 3rn2",90.0
1970,"4hj8 , 4hid",833.0
1971,"4hj8 , 4hik",2.0
1972,"4hj8 , 4him",15.0
1973,"4hj8 , 4hio",1.0
1974,"4hj8 , 4hj5",41.0
1975,"4hj8 , 4hj7",16.0
1976,"4hj8 , 4pdb",88.0
1977,"4hj8 , 5wwe",512.8
1978,"4hj8 , 5wwg",197.8
1979,"4hj8 , 5wzg",10.0
1980,"4hj8 , 5wzj",9.0
1981,"4hj8 , 5wzk",138.0
1982,"4hj8 , 5z6z",23.240000000000002
1983,"4hj8 , 6eo6",21.0
1984,"4hj8 , 6eo7",21.61
1985,"4hj8 , 5ytx",1318.0
1986,"4hj8 , 5ytv",1238.0
1987,"4hj8 , 5ytt",3748.0
1988,"4hj8 , 5yts",2748.0
1989,"4pdb , 1exd",102.9
1990,"4pdb , 1il2",2890.0
1991,"4pdb , 1jbr",890.0
1992,"4pdb , 1je8",109.85
1993,"4pdb , 1knz",31.0
1994,"4pdb , 1omh",40.0
1995,"4pdb , 1osb",40.0
1996,"4pdb , 1rkj",990.0
1997,"4pdb , 1s03",90.0
1998,"4pdb , 1s40",109.7
1999,"4pdb , 1u63",109.48
2000,"4pdb , 1u6p",35.0
2001,"4pdb , 1wwd",140.0
2002,"4pdb , 1wwe",60.0
2003,"4pdb , 1wwf",16.0
2004,"4pdb , 1wwg",15.0
2005,"4pdb , 1zzi",2090.0
2006,"4pdb , 2b6g",80.0
2007,"4pdb , 2err",108.91
2008,"4pdb , 2gkd",13890.0
2009,"4pdb , 2glo",80.0
2010,"4pdb , 2kh9",89890.0
2011,"4pdb , 2kkf",43890.0
2012,"4pdb , 2kx5",109.0
2013,"4pdb , 2l41",762890.0
2014,"4pdb , 2la5",106.2
2015,"4pdb , 2leb",160.0
2016,"4pdb , 2lec",110.0
2017,"4pdb , 2mki",15690.0
2018,"4pdb , 2mkk",1470.0
2019,"4pdb , 3moj",109.946
2020,"4pdb , 3rn2",2.0
2021,"4pdb , 4hid",745.0
2022,"4pdb , 4hik",86.0
2023,"4pdb , 4him",73.0
2024,"4pdb , 4hio",89.0
2025,"4pdb , 4hj5",47.0
2026,"4pdb , 4hj7",104.0
2027,"4pdb , 4hj8",88.0
2028,"4pdb , 5wwe",424.79999999999995
2029,"4pdb , 5wwg",109.80000000000001
2030,"4pdb , 5wzg",78.0
2031,"4pdb , 5wzj",97.0
2032,"4pdb , 5wzk",50.0
2033,"4pdb , 5z6z",64.75999999999999
2034,"4pdb , 6eo6",109.0
2035,"4pdb , 6eo7",109.61
2036,"4pdb , 5ytx",1230.0
2037,"4pdb , 5ytv",1150.0
2038,"4pdb , 5ytt",3660.0
2039,"4pdb , 5yts",2660.0
2040,"5wwe , 1exd",527.6999999999999
2041,"5wwe , 1il2",2465.2
2042,"5wwe , 1jbr",465.20000000000005
2043,"5wwe , 1je8",534.65
2044,"5wwe , 1knz",455.79999999999995
2045,"5wwe , 1omh",464.79999999999995
2046,"5wwe , 1osb",464.79999999999995
2047,"5wwe , 1rkj",565.2
2048,"5wwe , 1s03",334.79999999999995
2049,"5wwe , 1s40",534.5
2050,"5wwe , 1u63",534.28
2051,"5wwe , 1u6p",459.79999999999995
2052,"5wwe , 1wwd",284.79999999999995
2053,"5wwe , 1wwe",364.79999999999995
2054,"5wwe , 1wwf",440.79999999999995
2055,"5wwe , 1wwg",439.79999999999995
2056,"5wwe , 1zzi",1665.2
2057,"5wwe , 2b6g",504.79999999999995
2058,"5wwe , 2err",533.7099999999999
2059,"5wwe , 2gkd",13465.2
2060,"5wwe , 2glo",504.79999999999995
2061,"5wwe , 2kh9",89465.2
2062,"5wwe , 2kkf",43465.2
2063,"5wwe , 2kx5",533.8
2064,"5wwe , 2l41",762465.2
2065,"5wwe , 2la5",531.0
2066,"5wwe , 2leb",264.79999999999995
2067,"5wwe , 2lec",314.79999999999995
2068,"5wwe , 2mki",15265.2
2069,"5wwe , 2mkk",1045.2
2070,"5wwe , 3moj",534.746
2071,"5wwe , 3rn2",422.79999999999995
2072,"5wwe , 4hid",320.20000000000005
2073,"5wwe , 4hik",510.79999999999995
2074,"5wwe , 4him",497.79999999999995
2075,"5wwe , 4hio",513.8
2076,"5wwe , 4hj5",471.79999999999995
2077,"5wwe , 4hj7",528.8
2078,"5wwe , 4hj8",512.8
2079,"5wwe , 4pdb",424.79999999999995
2080,"5wwe , 5wwg",314.99999999999994
2081,"5wwe , 5wzg",502.79999999999995
2082,"5wwe , 5wzj",521.8
2083,"5wwe , 5wzk",374.79999999999995
2084,"5wwe , 5z6z",489.55999999999995
2085,"5wwe , 6eo6",533.8
2086,"5wwe , 6eo7",534.41
2087,"5wwe , 5ytx",805.2
2088,"5wwe , 5ytv",725.2
2089,"5wwe , 5ytt",3235.2
2090,"5wwe , 5yts",2235.2
2091,"5wwg , 1exd",212.70000000000002
2092,"5wwg , 1il2",2780.2
2093,"5wwg , 1jbr",780.2
2094,"5wwg , 1je8",219.65
2095,"5wwg , 1knz",140.8
2096,"5wwg , 1omh",149.8
2097,"5wwg , 1osb",149.8
2098,"5wwg , 1rkj",880.2
2099,"5wwg , 1s03",19.80000000000001
2100,"5wwg , 1s40",219.5
2101,"5wwg , 1u63",219.28
2102,"5wwg , 1u6p",144.8
2103,"5wwg , 1wwd",30.19999999999999
2104,"5wwg , 1wwe",49.80000000000001
2105,"5wwg , 1wwf",125.80000000000001
2106,"5wwg , 1wwg",124.80000000000001
2107,"5wwg , 1zzi",1980.2
2108,"5wwg , 2b6g",189.8
2109,"5wwg , 2err",218.71
2110,"5wwg , 2gkd",13780.2
2111,"5wwg , 2glo",189.8
2112,"5wwg , 2kh9",89780.2
2113,"5wwg , 2kkf",43780.2
2114,"5wwg , 2kx5",218.8
2115,"5wwg , 2l41",762780.2
2116,"5wwg , 2la5",216.0
2117,"5wwg , 2leb",50.19999999999999
2118,"5wwg , 2lec",0.19999999999998863
2119,"5wwg , 2mki",15580.2
2120,"5wwg , 2mkk",1360.2
2121,"5wwg , 3moj",219.746
2122,"5wwg , 3rn2",107.80000000000001
2123,"5wwg , 4hid",635.2
2124,"5wwg , 4hik",195.8
2125,"5wwg , 4him",182.8
2126,"5wwg , 4hio",198.8
2127,"5wwg , 4hj5",156.8
2128,"5wwg , 4hj7",213.8
2129,"5wwg , 4hj8",197.8
2130,"5wwg , 4pdb",109.80000000000001
2131,"5wwg , 5wwe",314.99999999999994
2132,"5wwg , 5wzg",187.8
2133,"5wwg , 5wzj",206.8
2134,"5wwg , 5wzk",59.80000000000001
2135,"5wwg , 5z6z",174.56
2136,"5wwg , 6eo6",218.8
2137,"5wwg , 6eo7",219.41000000000003
2138,"5wwg , 5ytx",1120.2
2139,"5wwg , 5ytv",1040.2
2140,"5wwg , 5ytt",3550.2
2141,"5wwg , 5yts",2550.2
2142,"5wzg , 1exd",24.9
2143,"5wzg , 1il2",2968.0
2144,"5wzg , 1jbr",968.0
2145,"5wzg , 1je8",31.85
2146,"5wzg , 1knz",47.0
2147,"5wzg , 1omh",38.0
2148,"5wzg , 1osb",38.0
2149,"5wzg , 1rkj",1068.0
2150,"5wzg , 1s03",168.0
2151,"5wzg , 1s40",31.7
2152,"5wzg , 1u63",31.48
2153,"5wzg , 1u6p",43.0
2154,"5wzg , 1wwd",218.0
2155,"5wzg , 1wwe",138.0
2156,"5wzg , 1wwf",62.0
2157,"5wzg , 1wwg",63.0
2158,"5wzg , 1zzi",2168.0
2159,"5wzg , 2b6g",2.0
2160,"5wzg , 2err",30.91
2161,"5wzg , 2gkd",13968.0
2162,"5wzg , 2glo",2.0
2163,"5wzg , 2kh9",89968.0
2164,"5wzg , 2kkf",43968.0
2165,"5wzg , 2kx5",31.0
2166,"5wzg , 2l41",762968.0
2167,"5wzg , 2la5",28.2
2168,"5wzg , 2leb",238.0
2169,"5wzg , 2lec",188.0
2170,"5wzg , 2mki",15768.0
2171,"5wzg , 2mkk",1548.0
2172,"5wzg , 3moj",31.946
2173,"5wzg , 3rn2",80.0
2174,"5wzg , 4hid",823.0
2175,"5wzg , 4hik",8.0
2176,"5wzg , 4him",5.0
2177,"5wzg , 4hio",11.0
2178,"5wzg , 4hj5",31.0
2179,"5wzg , 4hj7",26.0
2180,"5wzg , 4hj8",10.0
2181,"5wzg , 4pdb",78.0
2182,"5wzg , 5wwe",502.79999999999995
2183,"5wzg , 5wwg",187.8
2184,"5wzg , 5wzj",19.0
2185,"5wzg , 5wzk",128.0
2186,"5wzg , 5z6z",13.240000000000002
2187,"5wzg , 6eo6",31.0
2188,"5wzg , 6eo7",31.61
2189,"5wzg , 5ytx",1308.0
2190,"5wzg , 5ytv",1228.0
2191,"5wzg , 5ytt",3738.0
2192,"5wzg , 5yts",2738.0
2193,"5wzj , 1exd",5.9
2194,"5wzj , 1il2",2987.0
2195,"5wzj , 1jbr",987.0
2196,"5wzj , 1je8",12.85
2197,"5wzj , 1knz",66.0
2198,"5wzj , 1omh",57.0
2199,"5wzj , 1osb",57.0
2200,"5wzj , 1rkj",1087.0
2201,"5wzj , 1s03",187.0
2202,"5wzj , 1s40",12.7
2203,"5wzj , 1u63",12.48
2204,"5wzj , 1u6p",62.0
2205,"5wzj , 1wwd",237.0
2206,"5wzj , 1wwe",157.0
2207,"5wzj , 1wwf",81.0
2208,"5wzj , 1wwg",82.0
2209,"5wzj , 1zzi",2187.0
2210,"5wzj , 2b6g",17.0
2211,"5wzj , 2err",11.91
2212,"5wzj , 2gkd",13987.0
2213,"5wzj , 2glo",17.0
2214,"5wzj , 2kh9",89987.0
2215,"5wzj , 2kkf",43987.0
2216,"5wzj , 2kx5",12.0
2217,"5wzj , 2l41",762987.0
2218,"5wzj , 2la5",9.2
2219,"5wzj , 2leb",257.0
2220,"5wzj , 2lec",207.0
2221,"5wzj , 2mki",15787.0
2222,"5wzj , 2mkk",1567.0
2223,"5wzj , 3moj",12.946
2224,"5wzj , 3rn2",99.0
2225,"5wzj , 4hid",842.0
2226,"5wzj , 4hik",11.0
2227,"5wzj , 4him",24.0
2228,"5wzj , 4hio",8.0
2229,"5wzj , 4hj5",50.0
2230,"5wzj , 4hj7",7.0
2231,"5wzj , 4hj8",9.0
2232,"5wzj , 4pdb",97.0
2233,"5wzj , 5wwe",521.8
2234,"5wzj , 5wwg",206.8
2235,"5wzj , 5wzg",19.0
2236,"5wzj , 5wzk",147.0
2237,"5wzj , 5z6z",32.24
2238,"5wzj , 6eo6",12.0
2239,"5wzj , 6eo7",12.61
2240,"5wzj , 5ytx",1327.0
2241,"5wzj , 5ytv",1247.0
2242,"5wzj , 5ytt",3757.0
2243,"5wzj , 5yts",2757.0
2244,"5wzk , 1exd",152.9
2245,"5wzk , 1il2",2840.0
2246,"5wzk , 1jbr",840.0
2247,"5wzk , 1je8",159.85
2248,"5wzk , 1knz",81.0
2249,"5wzk , 1omh",90.0
2250,"5wzk , 1osb",90.0
2251,"5wzk , 1rkj",940.0
2252,"5wzk , 1s03",40.0
2253,"5wzk , 1s40",159.7
2254,"5wzk , 1u63",159.48
2255,"5wzk , 1u6p",85.0
2256,"5wzk , 1wwd",90.0
2257,"5wzk , 1wwe",10.0
2258,"5wzk , 1wwf",66.0
2259,"5wzk , 1wwg",65.0
2260,"5wzk , 1zzi",2040.0
2261,"5wzk , 2b6g",130.0
2262,"5wzk , 2err",158.91
2263,"5wzk , 2gkd",13840.0
2264,"5wzk , 2glo",130.0
2265,"5wzk , 2kh9",89840.0
2266,"5wzk , 2kkf",43840.0
2267,"5wzk , 2kx5",159.0
2268,"5wzk , 2l41",762840.0
2269,"5wzk , 2la5",156.2
2270,"5wzk , 2leb",110.0
2271,"5wzk , 2lec",60.0
